city,timestamp,temperature,season
New York,2010-02-27,2.7027113843459394,winter
New York,2010-02-28,7.87075339242501,winter
New York,2010-03-01,17.60409148620247,spring
New York,2010-03-02,9.326317650577474,spring
New York,2010-03-03,8.783560107619294,spring
New York,2010-03-04,15.514397362539704,spring
New York,2010-03-05,8.359818197271412,spring
New York,2010-03-06,14.569049504471849,spring
New York,2010-03-07,-0.4228933344795127,spring
New York,2010-03-08,10.422973352114779,spring
New York,2010-03-09,8.136489966255182,spring
New York,2010-03-10,5.477709411012471,spring
New York,2010-03-11,6.85096618399681,spring
New York,2010-03-12,14.207793364219054,spring
New York,2010-03-13,11.290106476652504,spring
New York,2010-03-14,5.449909733927544,spring
New York,2010-03-15,17.027581014414363,spring
New York,2010-03-16,15.468823096157394,spring
New York,2010-03-17,12.0104312382967,spring
New York,2010-03-18,8.232596013118847,spring
New York,2010-03-19,22.926489645266507,spring
New York,2010-03-20,13.22072286433852,spring
New York,2010-03-21,6.609086381276963,spring
New York,2010-03-22,11.36174730895357,spring
New York,2010-03-23,12.097604443065322,spring
New York,2010-03-24,7.603842545469423,spring
New York,2010-03-25,9.756896811149836,spring
New York,2010-03-26,2.1938668933389485,spring
New York,2010-03-27,7.5502350864188035,spring
New York,2010-03-28,8.227423837802263,spring
New York,2010-03-29,7.7439100804139205,spring
New York,2010-03-30,10.162396050043439,spring
New York,2010-03-31,5.2134181630150636,spring
New York,2010-04-01,19.84261377115002,spring
New York,2010-04-02,10.127980200754168,spring
New York,2010-04-03,12.82581586955541,spring
New York,2010-04-04,16.455648510602817,spring
New York,2010-04-05,10.350338036620848,spring
New York,2010-04-06,12.046711353310702,spring
New York,2010-04-07,14.576596925902564,spring
New York,2010-04-08,16.31588065639162,spring
New York,2010-04-09,8.127397109591321,spring
New York,2010-04-10,9.164710203000022,spring
New York,2010-04-11,3.9563965187097763,spring
New York,2010-04-12,8.140516022343315,spring
New York,2010-04-13,12.867361849199003,spring
New York,2010-04-14,10.890136649958826,spring
New York,2010-04-15,8.975205275399082,spring
New York,2010-04-16,12.870404980846041,spring
New York,2010-04-17,11.725333096144638,spring
New York,2010-04-18,9.147237939806018,spring
New York,2010-04-19,10.973998470495095,spring
New York,2010-04-20,6.877758032143752,spring
New York,2010-04-21,14.843368017305313,spring
New York,2010-04-22,7.604671978276274,spring
New York,2010-04-23,11.379639844729887,spring
New York,2010-04-24,16.280559278703784,spring
New York,2010-04-25,0.35852556433394156,spring
New York,2010-04-26,5.2793066794864885,spring
New York,2010-04-27,7.402852945151757,spring
New York,2010-04-28,9.936964621887249,spring
New York,2010-04-29,14.125472244800271,spring
New York,2010-04-30,8.517677802313788,spring
New York,2010-05-01,10.327801738056722,spring
New York,2010-05-02,22.915607364932708,spring
New York,2010-05-03,2.0730090731879987,spring
New York,2010-05-04,9.086101270580487,spring
New York,2010-05-05,-0.8200144161621346,spring
New York,2010-05-06,12.895765581141616,spring
New York,2010-05-07,9.758013486775058,spring
New York,2010-05-08,12.58987038990607,spring
New York,2010-05-09,10.985426209202064,spring
New York,2010-05-10,-0.5239896277153573,spring
New York,2010-05-11,10.09158782691576,spring
New York,2010-05-12,8.35764642394049,spring
New York,2010-05-13,12.755084521932941,spring
New York,2010-05-14,9.166433940647941,spring
New York,2010-05-15,3.159070212858948,spring
New York,2010-05-16,12.799498865934051,spring
New York,2010-05-17,10.041777426760776,spring
New York,2010-05-18,13.039041016527971,spring
New York,2010-05-19,6.457134926207071,spring
New York,2010-05-20,6.078431431483255,spring
New York,2010-05-21,11.532733419245705,spring
New York,2010-05-22,3.648059184936713,spring
New York,2010-05-23,12.257281940416505,spring
New York,2010-05-24,8.52501372322181,spring
New York,2010-05-25,14.602698672315986,spring
New York,2010-05-26,10.12554383273552,spring
New York,2010-05-27,5.827330898986304,spring
New York,2010-05-28,15.697536163920674,spring
New York,2010-05-29,17.027849243256835,spring
New York,2010-05-30,11.179180252765793,spring
New York,2010-05-31,6.79217643572448,spring
New York,2010-06-01,23.60455926441737,summer
New York,2010-06-02,25.39831525323489,summer
New York,2010-06-03,25.0880414786186,summer
New York,2010-06-04,17.424879144242933,summer
New York,2010-06-05,21.63029948523612,summer
New York,2010-06-06,26.204643867430548,summer
New York,2010-06-07,26.299785224776578,summer
New York,2010-06-08,19.979952110801094,summer
New York,2010-06-09,23.945893148443364,summer
New York,2010-06-10,28.433908681233188,summer
New York,2010-06-11,17.087369365271783,summer
New York,2010-06-12,23.19814181291764,summer
New York,2010-06-13,26.798501483386286,summer
New York,2010-06-14,15.112323907731845,summer
New York,2010-06-15,22.20659386725043,summer
New York,2010-06-16,26.114583975969882,summer
New York,2010-06-17,31.24416999469304,summer
New York,2010-06-18,30.260666650254457,summer
New York,2010-06-19,29.62032156845017,summer
New York,2010-06-20,11.732579885019414,summer
New York,2010-06-21,34.4664336705069,summer
New York,2010-06-22,29.73794064831108,summer
New York,2010-06-23,24.17342618676689,summer
New York,2010-06-24,31.12707711438584,summer
New York,2010-06-25,27.793182770474033,summer
New York,2010-06-26,26.88109723402465,summer
New York,2010-06-27,23.295617465085567,summer
New York,2010-06-28,30.231449228486085,summer
New York,2010-06-29,23.4873270396445,summer
New York,2010-06-30,27.57461325799168,summer
New York,2010-07-01,27.79722093037588,summer
New York,2010-07-02,34.41905109472235,summer
New York,2010-07-03,23.520283032156886,summer
New York,2010-07-04,29.080386915967054,summer
New York,2010-07-05,27.369663828114128,summer
New York,2010-07-06,15.73708300326154,summer
New York,2010-07-07,28.56232307632241,summer
New York,2010-07-08,32.37739787215675,summer
New York,2010-07-09,24.79789036694303,summer
New York,2010-07-10,26.034552486150453,summer
New York,2010-07-11,15.415531516703178,summer
New York,2010-07-12,19.469103329458328,summer
New York,2010-07-13,35.505417866612234,summer
New York,2010-07-14,18.594926855182464,summer
New York,2010-07-15,28.498789804845966,summer
New York,2010-07-16,29.71030616951933,summer
New York,2010-07-17,15.375182163512838,summer
New York,2010-07-18,23.462465146392574,summer
New York,2010-07-19,31.94653409012735,summer
New York,2010-07-20,22.069716046057543,summer
New York,2010-07-21,31.250134910315232,summer
New York,2010-07-22,23.503692439483537,summer
New York,2010-07-23,24.669856612742837,summer
New York,2010-07-24,17.81819810818687,summer
New York,2010-07-25,14.846913278335075,summer
New York,2010-07-26,21.118140077510066,summer
New York,2010-07-27,20.922457177181457,summer
New York,2010-07-28,22.888335283726878,summer
New York,2010-07-29,26.942893937637688,summer
New York,2010-07-30,17.579019474075253,summer
New York,2010-07-31,24.88673374255282,summer
New York,2010-08-01,23.437400050777264,summer
New York,2010-08-02,23.959520731810205,summer
New York,2010-08-03,23.726833161733072,summer
New York,2010-08-04,21.526238605169464,summer
New York,2010-08-05,30.109654860657734,summer
New York,2010-08-06,26.481138386651462,summer
New York,2010-08-07,26.306065002576418,summer
New York,2010-08-08,14.362187864742925,summer
New York,2010-08-09,17.522124704502115,summer
New York,2010-08-10,19.742794929513696,summer
New York,2010-08-11,22.037137099824665,summer
New York,2010-08-12,22.11335218011127,summer
New York,2010-08-13,14.740285129656845,summer
New York,2010-08-14,23.524715182342913,summer
New York,2010-08-15,26.693968031233823,summer
New York,2010-08-16,22.321188764579723,summer
New York,2010-08-17,24.70964406276264,summer
New York,2010-08-18,20.24271304814979,summer
New York,2010-08-19,30.602445146210705,summer
New York,2010-08-20,23.64920650091721,summer
New York,2010-08-21,25.423049401142315,summer
New York,2010-08-22,26.73280252520514,summer
New York,2010-08-23,29.82482633514104,summer
New York,2010-08-24,23.626107063376843,summer
New York,2010-08-25,35.601749371894044,summer
New York,2010-08-26,27.924499021425042,summer
New York,2010-08-27,21.33555514443755,summer
New York,2010-08-28,26.29926527534985,summer
New York,2010-08-29,19.824632547491433,summer
New York,2010-08-30,28.151201434209998,summer
New York,2010-08-31,36.99381326870616,summer
New York,2010-09-01,14.287964587575235,autumn
New York,2010-09-02,13.40599652662387,autumn
New York,2010-09-03,11.579609581972731,autumn
New York,2010-09-04,24.277810708824454,autumn
New York,2010-09-05,15.181745198666654,autumn
New York,2010-09-06,19.872064149343107,autumn
New York,2010-09-07,8.410804635875383,autumn
New York,2010-09-08,23.00466371925434,autumn
New York,2010-09-09,17.022481285050432,autumn
New York,2010-09-10,-1.0969704037158259,autumn
New York,2010-09-11,11.416044475511846,autumn
New York,2010-09-12,7.856137932716612,autumn
New York,2010-09-13,15.62541221271804,autumn
New York,2010-09-14,5.480754300703628,autumn
New York,2010-09-15,22.131908291410127,autumn
New York,2010-09-16,11.386919400183439,autumn
New York,2010-09-17,5.880190597112138,autumn
New York,2010-09-18,15.859086849825278,autumn
New York,2010-09-19,14.267647794901627,autumn
New York,2010-09-20,10.303747206993368,autumn
New York,2010-09-21,22.560802926643863,autumn
New York,2010-09-22,13.23782328177194,autumn
New York,2010-09-23,16.693807963177367,autumn
New York,2010-09-24,14.923661365223994,autumn
New York,2010-09-25,14.117527486641263,autumn
New York,2010-09-26,17.01553617885546,autumn
New York,2010-09-27,3.736211300457006,autumn
New York,2010-09-28,14.881735053082206,autumn
New York,2010-09-29,1.167034646039598,autumn
New York,2010-09-30,12.085416060115032,autumn
New York,2010-10-01,20.996179462667737,autumn
New York,2010-10-02,27.16813540252606,autumn
New York,2010-10-03,17.457165622676147,autumn
New York,2010-10-04,9.178770769134516,autumn
New York,2010-10-05,10.889449586335079,autumn
New York,2010-10-06,15.284452321895545,autumn
New York,2010-10-07,19.97832874340438,autumn
New York,2010-10-08,24.368968552020547,autumn
New York,2010-10-09,11.632975398765321,autumn
New York,2010-10-10,13.744758288950795,autumn
New York,2010-10-11,17.192959898483753,autumn
New York,2010-10-12,20.65637597266624,autumn
New York,2010-10-13,15.417882463843833,autumn
New York,2010-10-14,19.366315554639034,autumn
New York,2010-10-15,12.963368354529852,autumn
New York,2010-10-16,9.521952445305017,autumn
New York,2010-10-17,13.491147961698395,autumn
New York,2010-10-18,19.500793102359534,autumn
New York,2010-10-19,12.692249647363402,autumn
New York,2010-10-20,16.837647024510428,autumn
New York,2010-10-21,7.972358125467433,autumn
New York,2010-10-22,17.240169902260405,autumn
New York,2010-10-23,9.72223301084698,autumn
New York,2010-10-24,3.526604082534636,autumn
New York,2010-10-25,19.68771133791516,autumn
New York,2010-10-26,15.520051562280994,autumn
New York,2010-10-27,17.855602516029197,autumn
New York,2010-10-28,19.092491014199027,autumn
New York,2010-10-29,11.025467832088424,autumn
New York,2010-10-30,17.775720890046543,autumn
New York,2010-10-31,13.820080617083896,autumn
New York,2010-11-01,11.573772720699944,autumn
New York,2010-11-02,15.986612605834411,autumn
New York,2010-11-03,18.019601195054385,autumn
New York,2010-11-04,15.870615370529006,autumn
New York,2010-11-05,13.123239309953512,autumn
New York,2010-11-06,13.799626249713938,autumn
New York,2010-11-07,13.881756538705112,autumn
New York,2010-11-08,12.80237182726591,autumn
New York,2010-11-09,22.224884778558156,autumn
New York,2010-11-10,12.043987603569807,autumn
New York,2010-11-11,13.27920964995962,autumn
New York,2010-11-12,12.085637778005808,autumn
New York,2010-11-13,11.765316716220328,autumn
New York,2010-11-14,17.648231175033384,autumn
New York,2010-11-15,15.72797071367478,autumn
New York,2010-11-16,18.948388131436538,autumn
New York,2010-11-17,19.752564867471985,autumn
New York,2010-11-18,11.959094232703647,autumn
New York,2010-11-19,17.96030383660846,autumn
New York,2010-11-20,22.199188341683694,autumn
New York,2010-11-21,20.14263096135154,autumn
New York,2010-11-22,28.53230617499073,autumn
New York,2010-11-23,15.17348080772013,autumn
New York,2010-11-24,14.278939515733825,autumn
New York,2010-11-25,8.857590009480239,autumn
New York,2010-11-26,19.875068313273605,autumn
New York,2010-11-27,13.054240995080615,autumn
New York,2010-11-28,7.363967097286119,autumn
New York,2010-11-29,13.64912700190649,autumn
New York,2010-11-30,10.423318241018757,autumn
New York,2010-12-01,1.7679907321067858,winter
New York,2010-12-02,-7.486741720511341,winter
New York,2010-12-03,2.8198995014048043,winter
New York,2010-12-04,-0.5625246881163901,winter
New York,2010-12-05,-5.05390890619649,winter
New York,2010-12-06,8.88860235653252,winter
New York,2010-12-07,-1.6380077121989636,winter
New York,2010-12-08,-6.469523352590981,winter
New York,2010-12-09,1.882941887903336,winter
New York,2010-12-10,1.1595998264471858,winter
New York,2010-12-11,5.1678117694098145,winter
New York,2010-12-12,-2.668221499717812,winter
New York,2010-12-13,-1.163584247542624,winter
New York,2010-12-14,-3.527608500092025,winter
New York,2010-12-15,-7.068313103161455,winter
New York,2010-12-16,-0.8872547215534955,winter
New York,2010-12-17,-5.459982594116442,winter
New York,2010-12-18,-2.257822041809802,winter
New York,2010-12-19,3.941856167601579,winter
New York,2010-12-20,4.707412300468703,winter
New York,2010-12-21,-5.536929728962756,winter
New York,2010-12-22,-0.9082756712845274,winter
New York,2010-12-23,-2.7925288948805522,winter
New York,2010-12-24,-11.152335327511356,winter
New York,2010-12-25,-1.4773488923915512,winter
New York,2010-12-26,3.313647885936705,winter
New York,2010-12-27,-4.75933381973595,winter
New York,2010-12-28,-1.3212307782209352,winter
New York,2010-12-29,-5.294312188241045,winter
New York,2010-12-30,-4.224966442505222,winter
New York,2010-12-31,-0.1350529203767638,winter
New York,2011-01-01,-2.5263551022156303,winter
New York,2011-01-02,-0.1360875323016811,winter
New York,2011-01-03,-0.0837163386819105,winter
New York,2011-01-04,4.145688414807613,winter
New York,2011-01-05,-2.4925034705919433,winter
New York,2011-01-06,-4.133966159042387,winter
New York,2011-01-07,3.98449945340102,winter
New York,2011-01-08,3.31744308087032,winter
New York,2011-01-09,-1.0341943237054283,winter
New York,2011-01-10,-0.7099312416125905,winter
New York,2011-01-11,-5.879415112146846,winter
New York,2011-01-12,-0.5530718469917888,winter
New York,2011-01-13,1.5936276508691392,winter
New York,2011-01-14,5.433227018218777,winter
New York,2011-01-15,2.983923182044663,winter
New York,2011-01-16,0.8528818253726828,winter
New York,2011-01-17,-4.456768390590708,winter
New York,2011-01-18,3.4451752932250908,winter
New York,2011-01-19,-3.5647463859929363,winter
New York,2011-01-20,0.25809642083080847,winter
New York,2011-01-21,-19.534978231282487,winter
New York,2011-01-22,3.1166350820669346,winter
New York,2011-01-23,-1.6221481373009201,winter
New York,2011-01-24,3.151715609471265,winter
New York,2011-01-25,-3.281121295412113,winter
New York,2011-01-26,6.052734475629432,winter
New York,2011-01-27,0.834461790027254,winter
New York,2011-01-28,-1.8960476203284902,winter
New York,2011-01-29,-4.9260860513681655,winter
New York,2011-01-30,1.2342698292667886,winter
New York,2011-01-31,-1.530202206166833,winter
New York,2011-02-01,-2.3706679674139055,winter
New York,2011-02-02,0.9005940567894548,winter
New York,2011-02-03,-3.025445261862636,winter
New York,2011-02-04,-6.507539509395537,winter
New York,2011-02-05,4.281191017909833,winter
New York,2011-02-06,1.482125551624107,winter
New York,2011-02-07,-6.729385862425526,winter
New York,2011-02-08,-0.12934267755261558,winter
New York,2011-02-09,8.329418955751319,winter
New York,2011-02-10,0.7678665835852143,winter
New York,2011-02-11,-4.029978215306883,winter
New York,2011-02-12,-3.0602016749361676,winter
New York,2011-02-13,-1.1769884010021228,winter
New York,2011-02-14,5.793415866567791,winter
New York,2011-02-15,-2.771913185814172,winter
New York,2011-02-16,-3.77693142049702,winter
New York,2011-02-17,3.146759237217382,winter
New York,2011-02-18,-1.9004709582717427,winter
New York,2011-02-19,-2.56740479663876,winter
New York,2011-02-20,-1.8196548380153992,winter
New York,2011-02-21,-1.6504125469556195,winter
New York,2011-02-22,-3.7225034937040795,winter
New York,2011-02-23,1.494390842891907,winter
New York,2011-02-24,-2.173399923375858,winter
New York,2011-02-25,-4.626543777528165,winter
New York,2011-02-26,-8.3773181399465,winter
New York,2011-02-27,4.165040244324249,winter
New York,2011-02-28,-5.814362758428989,winter
New York,2011-03-01,14.041271816516197,spring
New York,2011-03-02,6.889500695716855,spring
New York,2011-03-03,6.712411328944384,spring
New York,2011-03-04,8.837406838925448,spring
New York,2011-03-05,9.512571802250283,spring
New York,2011-03-06,10.124008657286145,spring
New York,2011-03-07,14.648441755540643,spring
New York,2011-03-08,6.48456626550173,spring
New York,2011-03-09,13.058319667562216,spring
New York,2011-03-10,0.5868139080598933,spring
New York,2011-03-11,17.0805653672802,spring
New York,2011-03-12,12.53411556713864,spring
New York,2011-03-13,14.143138017562585,spring
New York,2011-03-14,7.753660625044356,spring
New York,2011-03-15,11.96513935357225,spring
New York,2011-03-16,16.518882342320197,spring
New York,2011-03-17,10.27418623253849,spring
New York,2011-03-18,6.346363521921708,spring
New York,2011-03-19,7.4227761133089025,spring
New York,2011-03-20,18.35629838843763,spring
New York,2011-03-21,8.643363465644551,spring
New York,2011-03-22,11.047350739494258,spring
New York,2011-03-23,14.54517186894611,spring
New York,2011-03-24,2.0183593888217395,spring
New York,2011-03-25,4.052234069496766,spring
New York,2011-03-26,16.23070712894379,spring
New York,2011-03-27,2.791250781684046,spring
New York,2011-03-28,0.7723208278796143,spring
New York,2011-03-29,12.641289081855891,spring
New York,2011-03-30,8.884893949448296,spring
New York,2011-03-31,5.058892362975267,spring
New York,2011-04-01,13.833398964754036,spring
New York,2011-04-02,4.1054563148716605,spring
New York,2011-04-03,11.944585182899381,spring
New York,2011-04-04,5.178827994006489,spring
New York,2011-04-05,11.584985345899506,spring
New York,2011-04-06,9.800649544222406,spring
New York,2011-04-07,11.677841488956107,spring
New York,2011-04-08,9.148842365743434,spring
New York,2011-04-09,17.504553081958917,spring
New York,2011-04-10,6.379715585589438,spring
New York,2011-04-11,11.76974164190538,spring
New York,2011-04-12,3.992455746126514,spring
New York,2011-04-13,16.77895380359912,spring
New York,2011-04-14,14.1152203507447,spring
New York,2011-04-15,10.923691728758316,spring
New York,2011-04-16,5.803559420499644,spring
New York,2011-04-17,15.870661870321726,spring
New York,2011-04-18,5.216447357835527,spring
New York,2011-04-19,14.808719081206743,spring
New York,2011-04-20,14.526100487187438,spring
New York,2011-04-21,16.62210697972013,spring
New York,2011-04-22,7.56192822371808,spring
New York,2011-04-23,8.071892156709724,spring
New York,2011-04-24,2.03275577207884,spring
New York,2011-04-25,16.71791973868779,spring
New York,2011-04-26,8.887112445412798,spring
New York,2011-04-27,9.699442299153985,spring
New York,2011-04-28,9.017129549233731,spring
New York,2011-04-29,8.955149566286433,spring
New York,2011-04-30,4.387822726710838,spring
New York,2011-05-01,12.499893265979521,spring
New York,2011-05-02,0.12416211608376138,spring
New York,2011-05-03,0.8872922734382431,spring
New York,2011-05-04,8.562061232182408,spring
New York,2011-05-05,3.691829643261003,spring
New York,2011-05-06,13.024385538313012,spring
New York,2011-05-07,19.421365914568863,spring
New York,2011-05-08,11.211743552172079,spring
New York,2011-05-09,5.082083593735318,spring
New York,2011-05-10,12.8125283239511,spring
New York,2011-05-11,7.446638099543062,spring
New York,2011-05-12,5.635206278731392,spring
New York,2011-05-13,9.03751928090711,spring
New York,2011-05-14,10.691758150427564,spring
New York,2011-05-15,11.433744269778941,spring
New York,2011-05-16,8.909069186449583,spring
New York,2011-05-17,6.8626358175692594,spring
New York,2011-05-18,11.848589801875981,spring
New York,2011-05-19,12.509796743138104,spring
New York,2011-05-20,9.591397469371612,spring
New York,2011-05-21,6.887865511726277,spring
New York,2011-05-22,11.450578798012717,spring
New York,2011-05-23,4.008096346646317,spring
New York,2011-05-24,6.894171577126819,spring
New York,2011-05-25,10.693978988764293,spring
New York,2011-05-26,8.651776493842663,spring
New York,2011-05-27,10.130515701699471,spring
New York,2011-05-28,8.393888901786482,spring
New York,2011-05-29,5.648640043443192,spring
New York,2011-05-30,18.851165460006797,spring
New York,2011-05-31,6.860621770199107,spring
New York,2011-06-01,31.489578050009207,summer
New York,2011-06-02,34.18089631557547,summer
New York,2011-06-03,27.315964096134348,summer
New York,2011-06-04,17.336331344321394,summer
New York,2011-06-05,23.370797221258975,summer
New York,2011-06-06,22.76351118782849,summer
New York,2011-06-07,22.649640712933046,summer
New York,2011-06-08,30.223453568258947,summer
New York,2011-06-09,22.88505773332156,summer
New York,2011-06-10,32.15904664629679,summer
New York,2011-06-11,21.47457372928921,summer
New York,2011-06-12,17.521663600829584,summer
New York,2011-06-13,20.370818110543276,summer
New York,2011-06-14,26.903862247573915,summer
New York,2011-06-15,20.306397825883895,summer
New York,2011-06-16,28.716540804809355,summer
New York,2011-06-17,19.994631773473778,summer
New York,2011-06-18,27.67944354694549,summer
New York,2011-06-19,33.48011887895201,summer
New York,2011-06-20,19.200225718885033,summer
New York,2011-06-21,32.731213664223496,summer
New York,2011-06-22,31.09542917373728,summer
New York,2011-06-23,31.21942358567374,summer
New York,2011-06-24,23.88816196194531,summer
New York,2011-06-25,29.911548006143214,summer
New York,2011-06-26,21.597863658850677,summer
New York,2011-06-27,20.511087991172527,summer
New York,2011-06-28,31.324874622511807,summer
New York,2011-06-29,24.18764896212173,summer
New York,2011-06-30,23.651741539986126,summer
New York,2011-07-01,21.980598320679185,summer
New York,2011-07-02,23.802741510242008,summer
New York,2011-07-03,23.511309105965278,summer
New York,2011-07-04,25.083721634131155,summer
New York,2011-07-05,23.27169097430115,summer
New York,2011-07-06,25.278752321153473,summer
New York,2011-07-07,31.403582354840793,summer
New York,2011-07-08,14.423487329717577,summer
New York,2011-07-09,28.51310529999155,summer
New York,2011-07-10,24.502123384206243,summer
New York,2011-07-11,22.877414857240964,summer
New York,2011-07-12,25.24418671040905,summer
New York,2011-07-13,23.490455090175306,summer
New York,2011-07-14,27.626280390774422,summer
New York,2011-07-15,24.06285398522668,summer
New York,2011-07-16,23.24864523345197,summer
New York,2011-07-17,18.083784762351442,summer
New York,2011-07-18,34.33507724977534,summer
New York,2011-07-19,19.386459836492122,summer
New York,2011-07-20,21.400180437326853,summer
New York,2011-07-21,13.781595983018386,summer
New York,2011-07-22,30.665870473114182,summer
New York,2011-07-23,32.20440670720295,summer
New York,2011-07-24,23.120629855349105,summer
New York,2011-07-25,24.60803251807476,summer
New York,2011-07-26,29.234425679620607,summer
New York,2011-07-27,25.479406310336305,summer
New York,2011-07-28,19.17367175067764,summer
New York,2011-07-29,35.1716667162378,summer
New York,2011-07-30,29.11038196361536,summer
New York,2011-07-31,27.762196461220213,summer
New York,2011-08-01,22.29063445875617,summer
New York,2011-08-02,17.662640365603863,summer
New York,2011-08-03,29.983636046537804,summer
New York,2011-08-04,17.31796878855713,summer
New York,2011-08-05,24.43006287700546,summer
New York,2011-08-06,34.016156635855396,summer
New York,2011-08-07,24.779936237276953,summer
New York,2011-08-08,25.55438949584849,summer
New York,2011-08-09,23.191258610785233,summer
New York,2011-08-10,22.87238609257267,summer
New York,2011-08-11,23.80252261072268,summer
New York,2011-08-12,26.218998316196085,summer
New York,2011-08-13,14.270667314065335,summer
New York,2011-08-14,20.789041786636908,summer
New York,2011-08-15,30.769175793358194,summer
New York,2011-08-16,28.95868366548776,summer
New York,2011-08-17,21.01189167321664,summer
New York,2011-08-18,25.327101169947973,summer
New York,2011-08-19,18.795761289649715,summer
New York,2011-08-20,20.51122565152933,summer
New York,2011-08-21,18.284286174262295,summer
New York,2011-08-22,14.740311580708656,summer
New York,2011-08-23,22.6298073562926,summer
New York,2011-08-24,23.092229407208333,summer
New York,2011-08-25,23.77309462965418,summer
New York,2011-08-26,26.67097977340647,summer
New York,2011-08-27,30.509153563254845,summer
New York,2011-08-28,19.330916295995948,summer
New York,2011-08-29,11.73594750161766,summer
New York,2011-08-30,23.040157136353585,summer
New York,2011-08-31,26.008041094024765,summer
New York,2011-09-01,12.673398934032196,autumn
New York,2011-09-02,11.191509312817601,autumn
New York,2011-09-03,22.14216107439224,autumn
New York,2011-09-04,12.530136289224593,autumn
New York,2011-09-05,10.159984404471984,autumn
New York,2011-09-06,7.343718547921744,autumn
New York,2011-09-07,13.319437445078774,autumn
New York,2011-09-08,14.584485083449092,autumn
New York,2011-09-09,15.41800187469095,autumn
New York,2011-09-10,10.215673276808108,autumn
New York,2011-09-11,11.668643007422128,autumn
New York,2011-09-12,5.257513371690305,autumn
New York,2011-09-13,16.249875682839793,autumn
New York,2011-09-14,19.264754009917034,autumn
New York,2011-09-15,17.5945169787421,autumn
New York,2011-09-16,10.530264007026105,autumn
New York,2011-09-17,13.832162295091567,autumn
New York,2011-09-18,14.27120983982772,autumn
New York,2011-09-19,17.346392537680742,autumn
New York,2011-09-20,13.207445925269052,autumn
New York,2011-09-21,15.623700582019739,autumn
New York,2011-09-22,22.16794658309702,autumn
New York,2011-09-23,16.72396589391544,autumn
New York,2011-09-24,14.931968818660549,autumn
New York,2011-09-25,18.366984972439827,autumn
New York,2011-09-26,12.920533761672441,autumn
New York,2011-09-27,18.58015961935831,autumn
New York,2011-09-28,14.758919773033325,autumn
New York,2011-09-29,7.91012982743979,autumn
New York,2011-09-30,18.552790319156735,autumn
New York,2011-10-01,15.10155855376439,autumn
New York,2011-10-02,7.258152040566621,autumn
New York,2011-10-03,15.026171512347833,autumn
New York,2011-10-04,23.203134363515616,autumn
New York,2011-10-05,20.908480399385315,autumn
New York,2011-10-06,20.034266218215755,autumn
New York,2011-10-07,14.643135091480968,autumn
New York,2011-10-08,12.703647195282183,autumn
New York,2011-10-09,10.040331796107537,autumn
New York,2011-10-10,22.44995639781125,autumn
New York,2011-10-11,15.689439107105244,autumn
New York,2011-10-12,6.031342691834892,autumn
